Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (43 parents),Rupture Rate Minimization,Uncertain MFD Equality
2218713614,5607850,10758921,498298,1237,3152.6794,3152.6794,0.0,0.0,1598.6034,774.80634,6.8383775,0.29412472,772.1371
2230196959,5639083,10783593,499008,1248,3152.7278,3152.7278,0.0,0.0,1598.6041,774.74677,6.839623,0.29419658,772.24316
2242582524,5670302,10807753,499676,1260,3152.7998,3152.7998,0.0,0.0,1598.5796,774.71356,6.845376,0.2940441,772.3674
2253430702,5701471,10832021,500462,1233,3152.651,3152.651,0.0,0.0,1598.5558,774.72675,6.850615,0.29428235,772.22345
2265101430,5732674,10856215,501159,1247,3152.3894,3152.3894,0.0,0.0,1598.4993,774.4775,6.843041,0.29430574,772.27527
2277332225,5763870,10879873,501843,1247,3152.5574,3152.5574,0.0,0.0,1598.5403,774.5225,6.8524575,0.29413697,772.3479
2289050176,5795081,10904349,502566,1238,3152.4695,3152.4695,0.0,0.0,1598.6163,774.45856,6.868462,0.29406664,772.23206
2301004781,5826311,10927087,503205,1226,3152.0205,3152.0205,0.0,0.0,1598.5079,774.40625,6.8573837,0.29377544,771.955
2313079052,5857558,10951769,503936,1227,3151.937,3151.937,0.0,0.0,1598.4163,774.39404,6.839924,0.29405212,771.9926
2326767071,5888750,10977211,504693,1246,3151.966,3151.966,0.0,0.0,1598.3027,774.4092,6.852679,0.29392856,772.1076
2341202925,5919954,11003907,505454,1221,3152.0918,3152.0918,0.0,0.0,1598.3066,774.4812,6.851302,0.2938586,772.1586
2355170315,5951111,11030052,506210,1226,3151.841,3151.841,0.0,0.0,1598.3048,774.3864,6.8653092,0.2939863,771.9906
2369192070,5982315,11055833,506950,1231,3151.675,3151.675,0.0,0.0,1598.3243,774.29047,6.8417935,0.29397452,771.9246
2380519520,6013508,11078334,507578,1217,3151.5076,3151.5076,0.0,0.0,1598.3092,774.18097,6.8429065,0.2941609,771.88025
2391648447,6044754,11101236,508253,1215,3151.6033,3151.6033,0.0,0.0,1598.2642,774.2589,6.859721,0.29414296,771.9263
2403300382,6075987,11125771,508974,1224,3151.5823,3151.5823,0.0,0.0,1598.2539,774.3356,6.853218,0.2940115,771.8455
2416367961,6107190,11149485,509659,1225,3151.3123,3151.3123,0.0,0.0,1598.1117,774.25757,6.8345447,0.29372743,771.81476
2429664162,6138355,11172338,510373,1233,3151.3442,3151.3442,0.0,0.0,1598.1185,774.2613,6.845158,0.29382172,771.8255
2443743163,6169579,11197443,511203,1222,3151.4766,3151.4766,0.0,0.0,1598.0802,774.2859,6.8561015,0.29387686,771.9605
2456018704,6200798,11218118,511806,1208,3151.3806,3151.3806,0.0,0.0,1598.1827,774.2243,6.8664646,0.29396325,771.8131
2469028599,6232036,11240410,512455,1222,3151.2913,3151.2913,0.0,0.0,1598.2313,774.14594,6.8446455,0.29422814,771.77515
2480979292,6263847,11261847,513052,1203,3151.2356,3151.2356,0.0,0.0,1598.2646,774.0768,6.860314,0.29399258,771.7398
2492966767,6295063,11283042,513675,1200,3150.8335,3150.8335,0.0,0.0,1598.1638,773.9899,6.8634543,0.29402143,771.52216
